Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
700 BLOCK OF NW NAITO PKWY,26-26367,4,Property,Property,Vandalism,Old Town/Chinatown,1/27/2026,2056,Vandalism,1,Vandalism,45.528595912,-122.673902467,7645056,686308,1/27/2026,January 2026
700 BLOCK OF NW NAITO PKWY,26-901757,4,Property,Property,Vandalism,Old Town/Chinatown,1/17/2026,1430,Vandalism,1,Vandalism,45.528595912,-122.673902467,7645056,686308,1/20/2026,January 2026
700 BLOCK OF SE 9TH AVE,26-13887,3,Property,Property,Burglary,Buckman West,1/15/2026,245,Burglary,1,Burglary,45.517571450,-122.656745437,7649344,682172,1/15/2026,January 2026
700 BLOCK OF SE 9TH AVE,26-901679,3,Property,Property,Vandalism,Buckman West,1/19/2026,1100,Vandalism,1,Vandalism,45.517571051,-122.656620535,7649376,682171,1/20/2026,January 2026
700 BLOCK OF SE 9TH AVE,26-901966,3,Property,Property,Larceny: Shoplifting,Buckman West,1/20/2026,1300,Larceny Offenses,1,Shoplifting,45.517571051,-122.656620535,7649376,682171,1/22/2026,January 2026
700 BLOCK OF SE 12TH AVE,26-941,3,Person,Person,Assault: Simple/Intimidation,Buckman West,1/1/2026,2337,Assault Offenses,1,Simple Assault,45.517559896,-122.653704772,7650123,682147,1/1/2026,January 2026
700 BLOCK OF SE 12TH AVE,26-7723,3,Property,Property,Robbery,Buckman West,1/9/2026,218,Robbery,1,Robbery,45.517559896,-122.653704772,7650123,682147,1/9/2026,January 2026
700 BLOCK OF SE 12TH AVE,26-13445,3,Property,Property,Robbery,Buckman West,1/14/2026,1825,Robbery,1,Robbery,45.517559896,-122.653704772,7650123,682147,1/14/2026,January 2026
700 BLOCK OF SE 32ND AVE,26-15548,3,Property,Property,Fraud,Sunnyside,1/16/2026,1746,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.517523676,-122.632257997,7655618,681988,1/16/2026,January 2026
700 BLOCK OF SE 60TH AVE,26-28100,3,Property,Property,Larceny: Other,Mt Tabor,1/28/2026,2200,Larceny Offenses,1,Theft From Building,45.517698064,-122.601948443,7663386,681848,1/29/2026,January 2026
700 BLOCK OF SE 106TH AVE,26-5340,1,Property,Property,Fraud,Mill Park,9/22/2025,1000,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.517399332,-122.553993684,7675671,681423,1/6/2026,January 2026
700 BLOCK OF SE 106TH AVE,26-5459,1,Property,Property,Fraud,Mill Park,9/22/2025,1000,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.517399332,-122.553993684,7675671,681423,1/6/2026,January 2026
700 BLOCK OF SE 106TH AVE,26-13549,1,Property,Property,Larceny: Other,Mill Park,1/14/2026,1935,Larceny Offenses,1,All Other Larceny,45.517398821,-122.553868782,7675703,681422,1/14/2026,January 2026
700 BLOCK OF SE 111TH AVE,26-23191,1,Property,Property,Burglary,Mill Park,1/24/2026,1148,Burglary,1,Burglary,45.517321554,-122.549284355,7676877,681364,1/24/2026,January 2026
700 BLOCK OF SE 122ND AVE,26-902164,1,Property,Property,Vandalism,Mill Park,1/25/2026,1217,Vandalism,1,Vandalism,45.517289489,-122.537821346,7679814,681278,1/25/2026,January 2026
700 BLOCK OF SE 162ND AVE,26-901164,1,Property,Property,Vandalism,Centennial,1/9/2026,800,Vandalism,1,Vandalism,45.517011834,-122.496440767,7690415,680912,1/14/2026,January 2026
700 BLOCK OF SE ANKENY ST,26-900594,3,Property,Property,Larceny: Other,Buckman West,1/5/2026,2140,Larceny Offenses,1,All Other Larceny,45.522255439,-122.658176241,7649023,683889,1/7/2026,January 2026
700 BLOCK OF SE MARKET ST,26-901098,3,Property,Property,Vandalism,Hosford-Abernethy,1/10/2026,2232,Vandalism,1,Vandalism,45.510843548,-122.658230341,7648898,679730,1/13/2026,January 2026
700 BLOCK OF SE MARTIN LUTHER KING JR BLVD,26-5506,3,Property,Property,Vandalism,Buckman West,1/6/2026,1753,Vandalism,1,Vandalism,45.517669847,-122.661729074,7648068,682242,1/6/2026,January 2026
700 BLOCK OF SE STEPHENS ST,26-900760,3,Property,Property,Larceny: Shoplifting,Hosford-Abernethy,1/9/2026,807,Larceny Offenses,1,Shoplifting,45.509419357,-122.658242555,7648881,679211,1/9/2026,January 2026
700 BLOCK OF SE STEPHENS ST,26-902595,3,Property,Property,Larceny: Car Prowl - Other,Hosford-Abernethy,1/31/2026,1915,Larceny Offenses,1,Theft From Motor Vehicle,45.509419357,-122.658242555,7648881,679211,1/31/2026,January 2026
700 BLOCK OF SW 1ST AVE,26-900316,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/1/2026,130,Larceny Offenses,1,Theft From Motor Vehicle,45.517419365,-122.673841438,7644962,682234,1/1/2026,January 2026
700 BLOCK OF SW 5TH AVE,26-900118,4,Property,Property,Larceny: Shoplifting,Downtown,1/2/2026,1631,Larceny Offenses,1,Shoplifting,45.518451887,-122.677705729,7643982,682637,1/2/2026,January 2026
700 BLOCK OF SW 5TH AVE,26-901071,4,Property,Property,Larceny: Shoplifting,Downtown,1/12/2026,1155,Larceny Offenses,1,Shoplifting,45.518451887,-122.677705729,7643982,682637,1/12/2026,January 2026
700 BLOCK OF SW 5TH AVE,26-901408,4,Property,Property,Larceny: Shoplifting,Downtown,1/15/2026,1639,Larceny Offenses,1,Shoplifting,45.518451887,-122.677705729,7643982,682637,1/15/2026,January 2026
700 BLOCK OF SW 5TH AVE,26-901428,4,Property,Property,Larceny: Shoplifting,Downtown,1/17/2026,1356,Larceny Offenses,1,Shoplifting,45.518451887,-122.677705729,7643982,682637,1/17/2026,January 2026
700 BLOCK OF SW 5TH AVE,26-901692,4,Property,Property,Larceny: Shoplifting,Downtown,1/19/2026,1605,Larceny Offenses,1,Shoplifting,45.518451887,-122.677705729,7643982,682637,1/19/2026,January 2026
700 BLOCK OF SW 5TH AVE,26-901866,4,Property,Property,Larceny: Shoplifting,Downtown,1/20/2026,1302,Larceny Offenses,1,Shoplifting,45.518451887,-122.677705729,7643982,682637,1/20/2026,January 2026
700 BLOCK OF SW 6TH AVE,26-28247,4,Property,Property,Larceny: Other,Downtown,1/29/2026,1200,Larceny Offenses,1,All Other Larceny,45.518751443,-122.678837333,7643695,682754,1/29/2026,January 2026
700 BLOCK OF SW 17TH AVE,26-21369,4,Property,Property,Larceny: Other,Goose Hollow,1/18/2026,1641,Larceny Offenses,1,All Other Larceny,45.521574750,-122.689370704,7641024,683856,1/22/2026,January 2026
700 BLOCK OF SW BROADWAY,26-16333,4,Property,Property,Larceny: Shoplifting,Downtown,1/17/2026,258,Larceny Offenses,1,Shoplifting,45.519028385,-122.679858801,7643436,682862,1/17/2026,January 2026
700 BLOCK OF SW BROADWAY,26-22564,4,Property,Property,Larceny: Shoplifting,Downtown,1/23/2026,1953,Larceny Offenses,1,Shoplifting,45.519028385,-122.679858801,7643436,682862,1/23/2026,January 2026
700 BLOCK OF SW BROADWAY,26-23244,4,Person,Person,Assault: Simple/Intimidation,Downtown,1/24/2026,1310,Assault Offenses,1,Simple Assault,45.519028385,-122.679858801,7643436,682862,1/24/2026,January 2026
700 BLOCK OF SW BROADWAY,26-29140,4,Property,Property,Larceny: Shoplifting,Downtown,1/30/2026,1451,Larceny Offenses,1,Shoplifting,45.519028385,-122.679858801,7643436,682862,1/30/2026,January 2026
700 BLOCK OF SW BROADWAY,26-30437,4,Property,Property,Larceny: Shoplifting,Downtown,1/31/2026,1749,Larceny Offenses,1,Shoplifting,45.519028385,-122.679858801,7643436,682862,1/31/2026,January 2026
700 BLOCK OF SW BROADWAY,26-800319,4,Property,Property,Larceny: Shoplifting,Downtown,1/23/2026,1200,Larceny Offenses,1,Shoplifting,45.519028385,-122.679858801,7643436,682862,1/24/2026,January 2026
700 BLOCK OF SW JEFFERSON ST,26-900928,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/9/2026,1345,Larceny Offenses,1,Theft From Motor Vehicle,45.515437199,-122.682300574,7642775,681570,1/10/2026,January 2026
700 BLOCK OF SW ST CLAIR AVE,26-2365,4,Person,Person,Assault: Simple/Intimidation,Goose Hollow,1/3/2026,1312,Assault Offenses,1,Simple Assault,45.522586955,-122.696856897,7639116,684277,1/3/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-2778,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/3/2026,1800,Larceny Offenses,1,Theft From Motor Vehicle,45.529955376,-122.666857777,7646874,686755,1/3/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-17923,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/18/2026,900,Larceny Offenses,1,Theft From Motor Vehicle,45.529693171,-122.667085888,7646813,686661,1/19/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-17923,2,Property,Property,Vandalism,Lloyd,1/18/2026,900,Vandalism,1,Vandalism,45.529693171,-122.667085888,7646813,686661,1/19/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-30119,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/30/2026,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.529693171,-122.667085888,7646813,686661,1/31/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-30119,2,Property,Property,Vandalism,Lloyd,1/30/2026,1900,Vandalism,1,Vandalism,45.529693171,-122.667085888,7646813,686661,1/31/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-900383,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/3/2026,2016,Larceny Offenses,1,Theft From Motor Vehicle,45.529955376,-122.666857777,7646874,686755,1/4/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-901292,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/15/2026,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.529823808,-122.666559986,7646949,686705,1/15/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-901553,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/17/2026,1200,Larceny Offenses,1,Theft From Motor Vehicle,45.529955376,-122.666857777,7646874,686755,1/18/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-902159,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/23/2026,2145,Larceny Offenses,1,Theft From Motor Vehicle,45.529955376,-122.666857777,7646874,686755,1/23/2026,January 2026
800 BLOCK OF N INTERSTATE AVE,26-902188,2,Property,Property,Vandalism,Lloyd,1/23/2026,2015,Vandalism,1,Vandalism,45.529955376,-122.666857777,7646874,686755,1/23/2026,January 2026
800 BLOCK OF NE 19TH AVE,26-1349,3,Property,Property,Burglary,Kerns,12/31/2025,1235,Burglary,1,Burglary,45.528937712,-122.646524567,7652073,686245,1/2/2026,January 2026
800 BLOCK OF NE 19TH AVE,26-1349,3,Property,Property,Fraud,Kerns,12/31/2025,1235,Fraud Offenses,1,Credit Card/ATM Fraud,45.528937712,-122.646524567,7652073,686245,1/2/2026,January 2026
800 BLOCK OF NE 19TH AVE,26-18781,3,Property,Property,Burglary,Kerns,1/18/2026,1,Burglary,1,Burglary,45.528937712,-122.646524567,7652073,686245,1/20/2026,January 2026
800 BLOCK OF NE 19TH AVE,26-901673,3,Property,Property,Larceny: Other,Kerns,1/20/2026,1530,Larceny Offenses,1,All Other Larceny,45.528937712,-122.646524567,7652073,686245,1/20/2026,January 2026
800 BLOCK OF NE 20TH AVE,26-1171,3,Property,Property,Burglary,Kerns,1/2/2026,848,Burglary,1,Burglary,45.528934645,-122.645513444,7652332,686237,1/2/2026,January 2026
800 BLOCK OF NE 69TH AVE,26-901364,3,Property,Property,Vandalism,Montavilla,1/16/2026,1605,Vandalism,1,Vandalism,45.528748811,-122.592353106,7665949,685812,1/18/2026,January 2026
800 BLOCK OF NE 99TH AVE,26-7124,1,Property,Property,Larceny: Other,Hazelwood,11/1/2025,1200,Larceny Offenses,1,All Other Larceny,45.528715895,-122.561995168,7673726,685600,1/8/2026,January 2026
800 BLOCK OF NE 109TH AVE,26-901383,1,Property,Property,Fraud,Hazelwood,1/9/2026,705,Fraud Offenses,1,Credit Card/ATM Fraud,45.528548914,-122.550474189,7676676,685464,1/12/2026,January 2026
800 BLOCK OF NE 122ND AVE,26-900516,1,Property,Property,Vandalism,Hazelwood,1/6/2026,605,Vandalism,1,Vandalism,45.528782991,-122.537777201,7679931,685467,1/6/2026,January 2026
800 BLOCK OF NE CHURCH ST,26-900360,2,Property,Property,Burglary,King,12/30/2025,1735,Burglary,1,Burglary,45.563348942,-122.656751365,7649788,698857,1/1/2026,January 2026
800 BLOCK OF NE FLANDERS ST,26-900986,3,Property,Property,Vandalism,Kerns,1/11/2026,820,Vandalism,1,Vandalism,45.525814345,-122.657132728,7649325,685179,1/11/2026,January 2026
800 BLOCK OF NE SCHUYLER ST,26-900549,2,Property,Property,Larceny: Other,Irvington,1/3/2026,1310,Larceny Offenses,1,All Other Larceny,45.535816008,-122.657075557,7649437,688824,1/7/2026,January 2026
800 BLOCK OF NW 6TH AVE,26-1457,4,Property,Property,Motor Vehicle Theft,Old Town/Chinatown,10/18/2025,1446,Motor Vehicle Theft,1,Motor Vehicle Theft,45.528581198,-122.676564100,7644374,686321,1/2/2026,January 2026
800 BLOCK OF NW 6TH AVE,26-14063,4,Property,Property,Larceny: Car Prowl - Other,Old Town/Chinatown,1/15/2026,830,Larceny Offenses,1,Theft From Motor Vehicle,45.528581198,-122.676564100,7644374,686321,1/15/2026,January 2026
800 BLOCK OF NW 23RD AVE,26-902807,4,Property,Property,Larceny: Shoplifting,Northwest,1/31/2026,1135,Larceny Offenses,1,Shoplifting,45.528720455,-122.698507328,7638754,686524,1/31/2026,January 2026
800 BLOCK OF NW GLISAN ST,26-901653,4,Property,Property,Larceny: Car Prowl - Other,Pearl,1/18/2026,1410,Larceny Offenses,1,Theft From Motor Vehicle,45.526524190,-122.679709428,7643548,685593,1/18/2026,January 2026
800 BLOCK OF NW NAITO PKWY,26-359,4,Property,Property,Motor Vehicle Theft,Old Town/Chinatown,12/30/2025,1400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.529454797,-122.674911249,7644806,686628,1/1/2026,January 2026
800 BLOCK OF NW NAITO PKWY,26-6149,4,Property,Property,Larceny: Car Prowl - Other,Old Town/Chinatown,1/6/2026,2300,Larceny Offenses,1,Theft From Motor Vehicle,45.529454797,-122.674911249,7644806,686628,1/7/2026,January 2026
800 BLOCK OF SE 32ND AVE,26-12128,3,Property,Property,Larceny: Car Prowl - Other,Sunnyside,1/8/2026,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.516810674,-122.632387330,7655578,681729,1/13/2026,January 2026
800 BLOCK OF SE 45TH AVE,26-17239,3,Property,Property,Motor Vehicle Theft,Sunnyside,1/18/2026,1,Motor Vehicle Theft,1,Motor Vehicle Theft,45.516920080,-122.616082279,7659757,681659,1/18/2026,January 2026
800 BLOCK OF SE 45TH AVE,26-902130,3,Property,Property,Larceny: Car Prowl - Other,Sunnyside,1/25/2026,1640,Larceny Offenses,1,Theft From Motor Vehicle,45.516920080,-122.616082279,7659757,681659,1/26/2026,January 2026
800 BLOCK OF SE 71ST AVE,26-900065,3,Property,Property,Larceny: Other,Mt Tabor,1/3/2026,245,Larceny Offenses,1,All Other Larceny,45.517167816,-122.589655052,7666531,681573,1/3/2026,January 2026
800 BLOCK OF SE 82ND AVE,26-901739,3,Property,Property,Larceny: Other,Montavilla,1/17/2026,2230,Larceny Offenses,1,Theft From Building,45.516727405,-122.578996501,7669258,681342,1/18/2026,January 2026
800 BLOCK OF SE 148TH AVE,26-1142,1,Person,Person,Assault: Simple/Intimidation,Centennial,1/2/2026,700,Assault Offenses,1,Simple Assault,45.516195904,-122.510663820,7686763,680705,1/2/2026,January 2026
800 BLOCK OF SE ALDER ST,26-11669,3,Property,Property,Burglary,Buckman West,1/12/2026,1430,Burglary,1,Burglary,45.517884102,-122.657190518,7649233,682289,1/13/2026,January 2026
800 BLOCK OF SE HAWTHORNE BLVD,26-901746,3,Property,Property,Vandalism,Hosford-Abernethy,11/8/2025,0,Vandalism,1,Vandalism,45.512179342,-122.657227469,7649168,680210,1/19/2026,January 2026
800 BLOCK OF SE MORRISON ST,26-11150,3,Property,Property,Larceny: Other,Buckman West,1/11/2026,1200,Larceny Offenses,1,All Other Larceny,45.517170674,-122.657194637,7649225,682029,1/12/2026,January 2026
800 BLOCK OF SE UMATILLA ST,26-3108,4,Person,Person,Assault: Simple/Intimidation,Sellwood-Moreland,1/4/2026,800,Assault Offenses,1,Intimidation,45.462942017,-122.657479775,7648624,662266,1/4/2026,January 2026
800 BLOCK OF SW 3RD AVE,26-901559,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/17/2026,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.517235382,-122.676023828,7644401,682182,1/17/2026,January 2026
800 BLOCK OF SW 4TH AVE,26-26140,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/27/2026,930,Larceny Offenses,1,Theft From Motor Vehicle,45.517506865,-122.677045045,7644142,682288,1/27/2026,January 2026
800 BLOCK OF SW 4TH AVE,26-26140,4,Property,Property,Larceny: Other,Downtown,1/27/2026,930,Larceny Offenses,1,All Other Larceny,45.517506865,-122.677045045,7644142,682288,1/27/2026,January 2026
800 BLOCK OF SW 4TH AVE,26-26140,4,Property,Property,Vandalism,Downtown,1/27/2026,930,Vandalism,1,Vandalism,45.517506865,-122.677045045,7644142,682288,1/27/2026,January 2026
800 BLOCK OF SW 4TH AVE,26-901633,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/20/2026,1725,Larceny Offenses,1,Theft From Motor Vehicle,45.517506865,-122.677045045,7644142,682288,1/21/2026,January 2026
800 BLOCK OF SW 6TH AVE,26-17055,4,Person,Person,Assault: Simple/Intimidation,Downtown,1/16/2026,1858,Assault Offenses,1,Simple Assault,45.518052695,-122.679079814,7643626,682501,1/18/2026,January 2026
800 BLOCK OF SW 6TH AVE,26-20507,4,Person,Person,Assault: Simple/Intimidation,Downtown,1/21/2026,2024,Assault Offenses,1,Simple Assault,45.518052695,-122.679079814,7643626,682501,1/21/2026,January 2026
800 BLOCK OF SW 14TH AVE,26-902000,4,Property,Property,Vandalism,Goose Hollow,1/23/2026,1720,Vandalism,1,Vandalism,45.520117478,-122.686797112,7641669,683307,1/23/2026,January 2026
800 BLOCK OF SW 21ST AVE,26-900705,4,Property,Property,Larceny: Car Prowl - Other,Goose Hollow,1/5/2026,300,Larceny Offenses,1,Theft From Motor Vehicle,45.522188282,-122.694316165,7639763,684114,1/8/2026,January 2026
800 BLOCK OF SW BROADWAY,26-28183,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/27/2026,1200,Larceny Offenses,1,Theft From Motor Vehicle,45.518363056,-122.680219638,7643337,682622,1/29/2026,January 2026
800 BLOCK OF SW ROSE GARDEN WAY,26-901699,4,Property,Property,Larceny: Car Prowl - Other,Arlington Heights,1/18/2026,1430,Larceny Offenses,1,Theft From Motor Vehicle,45.518418276,-122.706074160,7636713,682822,1/18/2026,January 2026
900 BLOCK OF E BURNSIDE ST,26-19893,3,Person,Person,Assault: Aggravated,Buckman West,1/21/2026,943,Assault Offenses,1,Aggravated Assault,45.522872525,-122.656142764,7649550,684100,1/21/2026,January 2026
900 BLOCK OF N ANCHOR WAY,26-25011,2,Property,Property,Motor Vehicle Theft,Bridgeton,1/25/2026,2300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.603538037,-122.676381194,7645157,713640,1/26/2026,January 2026
900 BLOCK OF N COLUMBIA BLVD,26-20885,2,Property,Property,Fraud,Piedmont,1/21/2026,1043,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.584221513,-122.676605057,7644910,706601,1/24/2026,January 2026
900 BLOCK OF N COLUMBIA BLVD,26-21910,2,Property,Property,Motor Vehicle Theft,Piedmont,12/7/2025,1200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.584221513,-122.676605057,7644910,706601,1/23/2026,January 2026
900 BLOCK OF N COLUMBIA BLVD,26-900570,2,Property,Property,Vandalism,Piedmont,1/6/2026,105,Vandalism,1,Vandalism,45.584221513,-122.676605057,7644910,706601,1/7/2026,January 2026
900 BLOCK OF N COLUMBIA BLVD,26-900571,2,Property,Property,Larceny: Car Prowl - Car Parts,Piedmont,1/6/2026,400,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.584221513,-122.676605057,7644910,706601,1/7/2026,January 2026
900 BLOCK OF N HAYDEN ISLAND DR,26-901643,2,Property,Property,Larceny: Car Prowl - Other,Hayden Island,1/12/2026,500,Larceny Offenses,1,Theft From Motor Vehicle,45.612018035,-122.676261111,7645271,716730,1/19/2026,January 2026
900 BLOCK OF N HAYDEN ISLAND DR,26-902041,2,Property,Property,Larceny: Other,Hayden Island,1/23/2026,1920,Larceny Offenses,1,Theft From Building,45.612018035,-122.676261111,7645271,716730,1/25/2026,January 2026
900 BLOCK OF N MARINE DR,26-18883,2,Property,Property,Motor Vehicle Theft,Bridgeton,1/19/2026,2300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.602887778,-122.675511969,7645373,713397,1/20/2026,January 2026
900 BLOCK OF N MARINE DR,26-901263,2,Property,Property,Larceny: Car Prowl - Other,Bridgeton,1/14/2026,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.602887778,-122.675511969,7645373,713397,1/15/2026,January 2026
900 BLOCK OF NE 61ST AVE,26-25015,3,Property,Property,Larceny: Other,Rose City Park,1/12/2026,1100,Larceny Offenses,1,Theft From Building,45.530113899,-122.601291730,7663672,686369,1/26/2026,January 2026
900 BLOCK OF NE 61ST AVE,26-900104,3,Property,Property,Burglary,Rose City Park,12/28/2025,1400,Burglary,1,Burglary,45.530113899,-122.601291730,7663672,686369,1/2/2026,January 2026
900 BLOCK OF NE 61ST AVE,26-900533,3,Property,Property,Burglary,Rose City Park,1/6/2026,1730,Burglary,1,Burglary,45.530113899,-122.601291730,7663672,686369,1/6/2026,January 2026
900 BLOCK OF NE 61ST AVE,26-900868,3,Property,Property,Burglary,Rose City Park,1/9/2026,2245,Burglary,1,Burglary,45.530113899,-122.601291730,7663672,686369,1/9/2026,January 2026
